node1,node2,serial class,NBI class,structure member,X,Y,objectid,structure_number_008,record_type_005a,route_prefix_005b,service_level_005c,route_number_005d,direction_005e,highway_district_002,county_code_003,place_code_004,features_desc_006a,critical_facility_006b,facility_carried_007,location_009,min_vert_clr_010,kilopoint_011,base_hwy_network_012,lrs_inv_route_013a,subroute_no_013b,lat_016,long_017,detour_kilos_019,toll_020,maintenance_021,owner_022,functional_class_026,year_built_027,traffic_lanes_on_028a,traffic_lanes_und_028b,adt_029,year_adt_030,design_load_031,appr_width_mt_032,median_code_033,degrees_skew_034,structure_flared_035,railings_036a,transitions_036b,appr_rail_036c,appr_rail_end_036d,history_037,navigation_038,nav_vert_clr_mt_039,nav_horr_clr_mt_040,open_closed_posted_041,service_on_042a,service_und_042b,structure_kind_043a,structure_type_043b,appr_kind_044a,appr_type_044b,main_unit_spans_045,appr_spans_046,horr_clr_mt_047,max_span_len_mt_048,structure_len_mt_049,left_curb_mt_050a,right_curb_mt_050b,roadway_width_mt_051,deck_width_mt_052,vert_clr_over_mt_053,vert_clr_und_ref_054a,vert_clr_und_054b,lat_und_ref_055a,lat_und_mt_055b,left_lat_und_mt_056,deck_cond_058,superstructure_cond_059,substructure_cond_060,channel_cond_061,culvert_cond_062,opr_rating_meth_063,operating_rating_064,inv_rating_meth_065,inventory_rating_066,structural_eval_067,deck_geometry_eval_068,undclrence_eval_069,posting_eval_070,waterway_eval_071,appr_road_eval_072,work_proposed_075a,work_done_by_075b,imp_len_mt_076,date_of_inspect_090,inspect_freq_months_091,fracture_092a,undwater_look_see_092b,spec_inspect_092c,fracture_last_date_093a,undwater_last_date_093b,spec_last_date_093c,bridge_imp_cost_094,roadway_imp_cost_095,total_imp_cost_096,year_of_imp_097,other_state_code_098a,other_state_pcnt_098b,othr_state_struc_no_099,strahnet_highway_100,parallel_structure_101,traffic_direction_102,temp_structure_103,highway_system_104,federal_lands_105,year_reconstructed_106,deck_structure_type_107,surface_type_108a,membrane_type_108b,deck_protection_108c,percent_adt_truck_109,national_network_110,pier_protection_111,bridge_len_ind_112,scour_critical_113,future_adt_114,year_of_future_adt_115,min_nav_clr_mt_116,fed_agency,submitted_by,bridge_condition,lowest_rating,deck_area,longdd,latdd,longdd_1,latdd_1
0,1,0,10,37 0072,-13586658.26,4495602.872,113921,37 0072,1,2,1,101,0,4,85,49670,'ELLIS STREET & VTA LRT',,'U.S. HIGHWAY 101','04-SCL-101-47.01-MVW',100,47,1,101,1,37241525,122030370,2,3,1,1,12,1961,8,4,155000,2009,6,40,3,25,0,0,1,1,1,5,N,0,0,A,1,4,2,4,0,0,4,0,20,18,59,0,0,40,42,100,H,7,H,2,1,5,7,7,N,N,0,54,0,32,7,9,5,5,N,8,,,,220,24,N  ,N  ,N  ,,,,,,,,,,               ,1,N,2,,1,0,1989,1,0,0,0,3,1,,Y,N,221268,2040,,N,6,F,5,2495,,,,
0,1,1,6,37 0034,-13588582.54,4496180.169,113909,37 0034,1,2,1,101,0,4,85,49670,'STEVENS CREEK',,'U.S. HIGHWAY 101','04-SCL-101-48.04-MVW',100,48,1,101,1,37243008,122040593,3,3,1,1,12,1932,10,0,155000,2009,5,60,3,26,1,1,0,1,0,5,0,0,0,A,1,5,1,4,0,0,2,0,31,9,15,0,0,60,61,100,N,0,N,0,0,5,7,6,8,N,8,25,8,19,4,9,N,5,8,8,,,,220,24,N  ,N  ,N  ,,,,,,,,,,               ,1,N,2,,1,0,2005,1,6,0,0,3,1,,Y,8,221268,2040,,N,6,F,5,927,,,,
0,5,0,22,37 0207,-13588592.75,4493727.169,114018,37 0207,1,3,1,85,0,4,85,49670,'CALTRAIN UP RR CENTRAL ',,'STATE ROUTE 85','04-SCL-085-R22.63-MVW',100,23,1,85,1,37232706,122040626,5,3,1,1,12,1965,6,10,115000,2009,5,34,3,99,0,0,1,1,1,5,N,0,0,A,1,4,6,2,2,2,1,6,17,27,133,0,0,33,34,100,R,8,H,2,1,6,7,8,N,N,A,54,A,32,7,9,4,5,N,8,,,,616,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,1,,1,0,1998,1,0,0,0,3,1,,Y,N,139717,2034,,N,6,F,6,4562,,,,
0,5,1,10,37 0187,-13588736.23,4495377.879,114000,37 0187,1,3,1,85,0,4,85,49670,'MOFFETT BOULEVARD',,'STATE ROUTE 85','04-SCL-085-R23.44-MVW',100,23,1,85,1,37240947,122041090,2,3,1,1,12,1965,6,4,72000,2009,5,40,3,46,1,1,1,1,1,5,N,0,0,A,1,1,2,4,0,0,4,0,23,19,63,0,0,40,41,100,H,5,H,3,2,7,5,7,N,N,1,57,1,34,5,9,4,5,N,8,,,,618,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,1998,1,0,0,0,2,1,,Y,N,89869,2037,,N,6,F,5,2612,,,,
0,5,2,10,37 0197,-13588590.89,4494428.523,114008,37 0197,1,3,1,85,0,4,85,49670,'STEVENS CREEK',,'STATE ROUTE 85','04-SCL-085-R22.95-MVW',100,23,1,85,1,37234508,122040620,2,3,1,1,12,1965,7,0,115000,2009,5,45,3,99,1,0,0,0,0,5,0,0,0,A,1,5,2,4,0,0,3,0,28,15,37,0,0,45,46,100,N,0,N,0,0,6,7,5,9,N,8,36,8,28,5,9,N,5,9,8,,,,618,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,1998,1,0,0,0,3,1,,Y,8,139253,2037,,N,6,F,5,1711,,,,
0,5,3,21,37 0610E,-13588778.28,4496148.637,114357,37 0610E,1,3,7,85,0,4,85,49670,'U.S. HWY 101 SB & RAMP',,'RTE 85-101 HOV CON','04-SCL-085-R23.83-MVW',100,24,1,85,1,37242927,122041226,1,3,1,1,12,2006,2,6,64000,1998,6,14,3,0,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,3,0,7,80,200,0,0,14,16,100,H,6,H,3,3,7,7,7,N,N,A,54,A,32,7,9,4,5,N,8,,,,618,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,2,,1,0,0,1,0,0,0,6,1,,Y,N,221485,2036,,N,6,G,7,3180,,,,
0,5,3,21,37 0611G,-13588738.7,4496126.058,114358,37 0611G,1,3,7,85,0,4,85,49670,'U.S. HIGHWAY 101  SB RMP',,'N85-N101 CONNECTOR','04-SCL-085-R23.81-MVW',100,24,1,85,1,37242869,122041098,1,3,1,1,12,2005,2,10,64000,1998,6,12,0,0,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,4,0,12,63,217,0,0,12,13,100,H,6,H,3,2,7,7,7,N,N,A,54,A,32,7,9,4,5,N,8,,,,618,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,6,1,,Y,N,221485,2036,,N,6,G,7,2734,,,,
0,5,3,21,37 0572S,-13588703.76,4496131.119,114344,37 0572S,1,3,7,85,0,4,85,49670,'U.S. HIGHWAY 101 & RAMPS',,'RTE 85 N OFF-RAMP','04-SCL-085-R23.81-MVW',100,24,1,85,0,37242882,122040985,1,3,1,1,12,2004,2,12,40000,2004,6,11,0,0,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,3,0,11,72,190,0,0,11,12,100,H,7,H,3,3,7,7,7,N,N,A,54,A,32,7,7,4,5,N,8,,,,618,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,7,1,,Y,N,52734,2036,,N,6,G,7,2223,,,,
0,69,0,2,37 0547K,-13589025.04,4496323.427,114333,37 0547K,1,2,7,101,0,4,85,49670,'SB 101-SB 85 CONNECTOR',0,'SB 101 ON-RAMP','04-SCL-101-48.28-MVW',100,48,1,101,1,37243376,122042024,2,3,1,1,12,2005,1,2,6400,2001,6,8,0,0,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,4,0,7,47,165,0,0,7,8,100,H,8,H,3,2,7,7,7,N,N,A,54,A,32,7,6,3,5,N,8,0,0,0,220,24,N  ,N  ,N  ,0,0,0,0,0,0,0,0,0,               ,1,N,1,0,1,0,0,1,0,0,0,7,1,0,Y,N,10760,2042,0,N,6,G,7,1338,0,0,0,0
0,69,1,21,37 0573S,-13590201.93,4497052.986,114345,37 0573S,1,2,7,101,0,4,85,49670,'U.S. HIGHWAY 101',0,'NB 101 OFF-RAMP','04-SCL-101-48.97-MVW',100,49,1,101,1,37245250,122045830,2,3,1,1,12,2005,2,9,8000,2001,6,12,0,0,0,1,0,0,1,5,N,0,0,A,1,1,6,5,0,0,3,0,11,49,124,0,0,11,12,100,H,6,H,4,1,7,7,7,N,N,A,54,A,32,7,7,4,5,N,8,0,0,0,220,24,N  ,N  ,N  ,0,0,0,0,0,0,0,0,0,               ,2,N,1,0,1,0,0,1,0,0,0,5,1,0,Y,N,10408,2042,0,N,6,G,7,1434,0,0,0,0
1,2,0,18,37 0179,-13583973.3,4495430.429,113995,37 0179,1,3,1,237,0,4,85,77000,'MATHILDA AVENUE',,'STATE ROUTE 237','04-SCL-237-2.99-SUNV',100,3,1,237,1,37241082,122013687,0,3,1,1,12,1961,4,9,68000,2009,5,26,3,26,0,0,0,0,0,5,N,0,0,A,1,1,5,2,1,1,2,2,13,24,56,0,0,26,27,100,H,4,H,1,1,4,7,7,N,N,1,56,1,32,7,9,3,5,N,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,0,0,0,6,0,,Y,N,100264,2041,,N,6,P,4,1509,,,,
1,2,1,10,37 0004,-13581686.61,4496049.369,113887,37 0004,1,3,1,237,0,4,85,77000,'SUNNYVALE EAST CHANNEL',,'STATE ROUTE 237','04-SCL-237-R4.16-SUNV',100,4,1,237,1,37242672,122002292,3,3,1,1,12,1966,6,0,68000,2009,5,33,3,13,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,16,6,18,0,0,33,35,100,N,0,N,0,0,7,7,7,6,N,1,60,1,36,7,9,N,5,6,7,,,,419,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,1992,1,6,0,0,6,0,,Y,5,100264,2041,,N,6,G,7,616,,,,
1,5,0,21,37 0553,-13586171.55,4494239.363,114338,37 0553,1,3,1,237,0,4,85,49670,'MAUDE AVENUE',,'STATE ROUTE 237','04-SCL-237-M1.80-MVW',100,2,1,237,1,37234022,122024796,0,3,1,1,12,1997,4,3,68000,2009,6,12,3,26,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,3,0,16,52,109,0,0,34,36,100,H,5,H,2,0,7,7,7,N,N,A,54,A,32,7,9,4,5,N,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,0,0,0,6,0,,Y,N,99599,2039,,N,6,G,7,3906,,,,
1,5,1,21,37 0552,-13586554.06,4493913.595,114337,37 0552,1,3,1,237,0,4,85,49670,'MIDDLEFIELD ROAD',,'STATE ROUTE 237','04-SCL-237-M1.60-MVW',100,2,1,237,1,37233185,122030033,0,3,1,1,12,1997,4,8,68000,2009,6,39,3,1,1,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,2,0,22,30,60,0,0,39,40,100,H,6,H,4,1,7,7,7,N,N,A,54,A,32,7,9,5,5,N,8,,,,419,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,0,0,0,6,0,,Y,N,100264,2041,,N,6,G,7,2428,,,,
1,5,2,18,37 0080L,-13587460.69,4493218.501,113926,37 0080L,1,3,1,237,0,4,85,49670,'CALTRAIN UP RR CENTRAL ',,'STATE ROUTE 237 WB','04-SCL-237-R0.99-MVW',100,1,1,237,1,37231399,122032965,2,3,1,1,12,1964,2,6,34000,2009,6,12,0,29,0,0,1,1,1,5,N,0,0,A,1,4,5,2,0,0,7,0,12,26,129,0,0,12,13,100,R,7,H,1,4,5,7,7,N,N,8,31,8,22,5,7,3,5,N,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,6,0,,Y,N,49799,2039,,N,6,F,5,1672,,,,
1,5,2,23,37 0080R,-13587429.46,4493204.88,113927,37 0080R,1,3,1,237,0,4,85,49670,'CALTRAIN UP RR CENTRAL ',,'STATE ROUTE 237 EB','04-SCL-237-R0.99-MVW',100,1,1,237,1,37231364,122032864,2,3,1,1,12,1981,2,6,34000,2009,6,13,0,29,1,1,1,1,1,5,N,0,0,A,1,4,6,2,2,5,1,6,11,26,129,0,0,11,12,100,R,7,H,1,4,5,7,7,N,N,A,54,A,32,7,5,3,5,N,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,6,0,,Y,N,50132,2041,,N,6,F,5,1583,,,,
1,5,3,10,37 0201F,-13588678.71,4492777.962,114012,37 0201F,1,3,7,237,0,4,85,49670,'STEVENS CREEK',,'W237-S85 CONNECTOR','04-SCL-237-R0.32-MVW',100,0,1,237,1,37230267,122040904,2,3,1,1,12,1965,1,0,16600,2001,6,6,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,7,8,24,0,1,7,8,100,N,0,N,0,0,7,7,7,6,N,1,65,1,39,7,6,N,5,8,5,,,,417,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,1,,1,0,0,1,0,0,0,3,0,,Y,5,26088,2035,,N,6,G,7,203,,,,
1,5,4,8,37 0200F,-13588688.3,4492882.258,114011,37 0200F,1,3,7,237,0,4,85,49670,'STEVENS CREEK & TRAIL',,'W237-S85 CONNECTOR','04-SCL-237-R0.35-MVW',100,0,1,237,1,37230535,122040935,2,3,1,1,12,1965,1,0,16600,2001,6,5,0,99,0,1,0,0,0,5,0,0,0,A,1,5,2,5,0,0,4,0,7,16,57,0,1,7,8,100,N,0,N,0,0,5,7,7,5,N,1,62,1,37,7,6,N,5,8,6,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,1,,1,0,0,1,0,0,0,3,0,,Y,5,26614,2041,,N,6,F,5,476,,,,
2,3,0,11,37 0171,-13579518.66,4496657.445,113989,37 0171,1,3,1,237,0,4,85,77000,'CALABAZAS CREEK',,'STATE ROUTE 237','04-SCL-237-M5.28-SUNV',100,5,1,237,1,37244234,121591281,2,3,1,1,12,1994,8,0,125000,2009,6,42,3,22,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,21,13,39,0,0,41,43,100,N,0,N,0,0,7,7,7,8,N,A,54,A,32,7,9,N,5,8,8,,,,417,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,0,0,0,8,0,,Y,8,156111,2039,,N,6,G,7,1694,,,,
2,3,1,11,37 0159K,-13578802.51,4497091.529,113982,37 0159K,1,3,7,237,0,4,85,68000,'SAN TOMAS AQUINO CREEK',,'GREAT AMERICA-W237','04-SCL-237-R5.68-SJS',100,6,1,237,0,37245349,121584965,5,3,1,1,12,1994,1,0,4500,1998,6,7,0,20,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,7,13,62,0,0,7,8,100,N,0,N,0,0,7,7,7,8,N,8,30,8,23,5,7,N,5,8,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,8,8392,2037,,N,6,G,7,520,,,,
2,3,1,11,37 0159L,-13578794.47,4497056.101,113983,37 0159L,1,3,1,237,0,4,85,68000,'SAN TOMAS AQUINO CREEK',,'STATE ROUTE 237 WB','04-SCL-237-R5.68-SJS',100,6,1,237,1,37245258,121584939,5,3,1,1,12,1994,3,0,62500,2009,6,17,0,17,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,17,12,61,0,0,17,18,100,N,0,N,0,0,7,7,7,8,N,A,54,A,32,7,6,N,5,8,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,8,78056,2039,,N,6,G,7,1099,,,,
2,3,1,11,37 0159R,-13578788.28,4497019.894,113984,37 0159R,1,3,1,237,0,4,85,68000,'SAN TOMAS AQUINO CREEK',,'STATE ROUTE 237 EB','04-SCL-237-R5.68-SJS',100,6,1,237,1,37245165,121584919,5,3,1,1,12,1994,3,0,62500,2009,6,17,0,17,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,17,12,61,0,0,17,18,100,N,0,N,0,0,7,7,7,8,N,A,54,A,32,7,6,N,5,8,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,8,78056,2039,,N,6,G,7,1099,,,,
2,3,1,11,37 0159S,-13578783.03,4496993.81,113985,37 0159S,1,3,7,237,0,4,85,68000,'SAN TOMAS AQUINO CREEK',,'GREAT AMERICA PKWY','04-SCL-237-R5.68-SJS',100,6,1,237,0,37245098,121584902,5,3,1,1,12,1994,1,0,5000,1998,6,7,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,7,12,60,0,0,7,8,100,N,0,N,0,0,6,6,7,8,N,A,54,A,32,6,7,N,5,8,8,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,8,10904,2041,,N,6,F,6,504,,,,
2,3,2,21,37 0471R,-13578510.29,4497166.668,114270,37 0471R,1,3,1,237,0,4,85,69084,'GREAT AMERICA PARKWAY',,'EB STATE ROUTE 237','04-SCL-237-R5.83-SCL',100,6,1,237,1,37245542,121584020,0,3,1,1,12,1994,3,7,62500,2009,6,17,0,29,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,2,0,17,30,59,0,0,17,18,100,H,5,H,2,1,5,7,7,N,N,A,54,A,32,7,6,4,5,N,9,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,N,78056,2039,,N,6,F,5,1064,,,,
2,3,2,21,37 0471L,-13578509.68,4497205.99,114269,37 0471L,1,3,1,237,0,4,85,69084,'GREAT AMERICA PARKWAY',,'STATE ROUTE 237 WB','04-SCL-237-R5.83-SCL',100,6,1,237,1,37245643,121584018,0,3,1,1,12,1994,3,6,62500,2009,6,17,0,29,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,2,0,17,30,59,0,0,17,18,100,H,5,H,2,0,5,7,7,N,N,A,54,A,32,7,6,4,5,N,9,,,,419,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,N,78056,2039,,N,6,F,5,1064,,,,
2,3,3,21,37 0470K,-13578143.56,4497442.702,114265,37 0470K,1,3,7,237,0,4,85,68000,'UP RR  AMTRAK  LAFAYETTE',,'W237-AMERICAN PKWY','04-SCL-237-R6.10-SJS',100,6,1,237,0,37250251,121582834,5,3,1,1,12,1994,1,5,12700,2001,6,7,0,6,0,1,0,0,1,5,N,0,0,A,1,4,6,5,0,0,6,0,7,26,136,0,0,7,8,100,H,6,H,2,1,7,7,5,N,N,A,54,A,32,5,7,4,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,N,20078,2036,,N,6,F,5,1144,,,,
2,3,3,21,37 0470L,-13578124.7,4497414.281,114266,37 0470L,1,3,1,237,0,4,85,68000,'UP RR  AMTRAK  LAFAYETTE',,'STATE ROUTE 237 WB','04-SCL-237-R6.10-SJS',100,6,1,237,1,37250178,121582773,5,3,1,1,12,1994,3,5,62500,2009,6,17,0,3,0,1,0,0,0,5,N,0,0,A,1,4,6,5,0,0,6,0,17,26,133,0,0,17,18,100,H,6,H,4,1,7,7,5,N,N,A,54,A,32,5,6,6,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,N,78316,2040,,N,6,F,5,2409,,,,
2,3,3,21,37 0470R,-13578104.29,4497385.471,114267,37 0470R,1,3,1,237,0,4,85,68000,'UP RR  AMTRAK  LAFAYETTE',,'EB STATE ROUTE 237','04-SCL-237-R6.10-SJS',100,6,1,237,1,37250104,121582707,5,3,1,1,12,1994,3,5,62500,2009,6,17,0,3,0,1,1,1,1,5,N,0,0,A,1,4,6,5,0,0,6,0,17,26,132,0,0,17,18,100,H,6,H,4,1,7,7,5,N,N,A,54,A,32,5,6,6,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,N,78316,2040,,N,6,F,5,2393,,,,
2,3,3,21,37 0470S,-13578133.35,4497343.812,114268,37 0470S,1,3,7,237,0,4,85,68000,'UP RR  AMTRAK  LAFAYETTE',,'AMERICA PKWY-EB237','04-SCL-237-R6.10-SJS',100,6,1,237,0,37245997,121582801,5,3,1,1,12,1994,2,5,10900,2005,6,8,0,5,0,1,1,1,1,5,N,0,0,A,1,4,6,5,0,0,8,0,8,26,167,0,0,8,10,100,H,6,H,2,1,7,7,5,N,N,A,54,A,32,5,3,4,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,N,17240,2036,,N,6,F,5,1606,,,,
2,3,4,11,37 0244L,-13577461.42,4497661.51,114051,37 0244L,1,3,1,237,0,4,85,68000,'GUADALUPE RIVER',,'STATE ROUTE 237 WB','04-SCL-237-R6.41-SJS',100,6,1,237,1,37250813,121580628,5,3,1,1,12,1994,4,0,62500,2009,6,21,0,11,0,1,1,1,0,5,0,0,0,A,1,5,2,1,0,0,23,0,21,9,209,0,0,21,22,100,N,0,N,0,0,8,8,8,7,N,A,54,A,32,8,6,N,5,8,8,,,,416,48,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,0,0,0,5,0,,Y,8,76768,2034,,N,6,G,8,4552,,,,
2,3,4,11,37 0244R,-13577452.76,4497623.355,114052,37 0244R,1,3,1,237,0,4,85,68000,'GUADALUPE RIVER',,'STATE ROUTE 237 EB','04-SCL-237-R6.41-SJS',100,6,1,237,1,37250715,121580600,5,3,1,1,12,2006,4,0,62500,2009,6,22,0,10,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,9,0,22,10,82,0,0,29,34,100,N,0,N,0,0,8,8,8,9,N,A,54,A,32,8,9,N,5,9,8,,,,416,48,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,0,0,0,5,0,,Y,5,77023,2038,,N,6,G,8,2787,,,,
2,3,5,21,37 0626E,-13572042.63,4498435.94,114359,37 0626E,1,3,7,237,0,4,85,47766,'WB 237  SB 880 & RAMPS',,'237-880 HOV LANES','04-SCL-237-R9.12L-MPS',100,9,0,,0,37252802,121551104,1,3,1,1,12,2005,2,10,7000,2005,6,16,3,0,0,1,1,1,1,5,N,0,0,A,1,1,6,5,0,0,9,0,8,72,510,0,0,16,18,100,H,6,H,7,2,7,7,7,N,N,A,54,A,32,7,9,6,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,0,0,0,3,0,,Y,N,10202,2036,,N,6,G,7,9122,,,,
2,3,5,21,37 0568G,-13572035.21,4498416.861,114341,37 0568G,1,3,7,237,0,4,85,47766,'WB 237  I 880 & RAMPS',,'EB 237-NB 880 CONN','04-SCL-237-R9.12R-MPS',100,9,0,,0,37252753,121551080,2,3,1,1,12,2002,2,13,25000,2006,6,15,0,0,0,1,0,1,1,5,N,0,0,A,1,1,6,5,0,0,10,0,15,72,587,0,0,15,16,100,H,6,H,3,4,7,5,5,N,N,A,54,A,32,5,9,4,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,1,,1,0,0,1,0,0,0,9,0,,Y,N,42188,2036,,N,6,F,5,9622,,,,
2,3,5,21,37 0571G,-13572029.95,4498400.897,114343,37 0571G,1,3,7,237,0,4,85,47766,'EB STATE ROUTE 237',,'EB 237-SB 880 RAMP','04-SCL-237-R9.13R-MPS',100,9,0,,0,37252712,121551063,3,3,1,1,12,2002,1,3,7001,2004,6,8,0,0,0,1,0,0,1,5,N,0,0,A,1,1,6,5,0,0,3,0,8,45,117,0,0,8,9,100,H,5,H,6,4,7,7,5,N,N,A,54,A,32,5,9,6,5,N,8,,,,418,24,N  ,N  ,N  ,,,,,,,,,,               ,0,N,1,,1,0,0,1,0,0,0,5,0,,Y,N,10202,2036,,N,6,F,5,1077,,,,
3,4,0,28,37 0379,-13570867.28,4499194.851,114193,37 0379,1,3,1,237,0,4,85,47766,'PENITENCIA CREEK',,'STATE ROUTE 237','04-SCL-237-T9.85-MPS',100,10,1,237,1,37254751,121543303,1,3,1,1,14,1962,7,0,73000,2009,0,26,3,34,0,1,0,0,0,5,0,0,0,A,1,5,2,19,0,0,2,0,15,4,9,3,3,26,36,100,N,0,N,0,0,N,N,N,6,7,0,40,0,24,6,4,N,5,8,8,,,,418,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,1969,1,6,0,0,5,0,,Y,8,184030,2036,,N,6,G,7,332,,,,
3,4,1,28,37 0381,-13569041.34,4499715.49,114196,37 0381,1,3,1,237,0,4,85,47766,'BERRYESSA CREEK',,'STATE ROUTE 237','04-SCL-237-10.84-MPS',100,11,1,237,1,37260088,121533398,2,3,1,1,14,1970,8,0,73000,2009,0,30,3,3,0,0,0,0,0,5,0,0,0,A,1,5,2,19,0,0,4,0,17,3,14,4,3,30,39,100,N,0,N,0,0,N,N,N,8,7,0,40,0,24,6,5,N,5,5,8,,,,418,48,N  ,N  ,N  ,,,,,,,,,,               ,0,N,2,,1,0,0,1,6,0,0,5,0,,Y,8,184030,2036,,N,6,G,7,559,,,,
3,4,2,8,37 0355L,-13570677.73,4499389.552,114177,37 0355L,1,3,1,237,0,4,85,47766,'UPRR BNSF AMTRAK STREETS',,'STATE ROUTE 237 WB','04-SCL-237-10.00-MPS',100,10,1,237,1,37255251,121542690,2,3,1,1,14,1969,2,8,36500,2009,5,10,0,99,0,1,0,0,0,5,N,0,0,A,5,4,2,5,0,0,7,0,9,28,172,2,0,9,12,100,H,5,H,0,0,8,7,7,N,N,1,64,1,39,7,4,3,5,N,7,,,,416,48,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,2,0,0,5,0,,Y,N,91405,2034,,N,6,G,7,1996,,,,
3,4,2,8,37 0355R,-13570667.84,4499365.798,114178,37 0355R,1,3,1,237,0,4,85,47766,'UPRR BNSF AMTRAK STREETS',,'EB STATE ROUTE 237','04-SCL-237-10.00-MPS',100,10,1,237,1,37255190,121542658,2,3,1,1,14,1969,2,8,36500,2009,6,10,0,99,0,1,0,0,0,5,N,0,0,A,1,4,2,5,0,0,7,0,10,28,174,0,0,10,11,100,H,5,H,0,0,8,7,7,N,N,1,74,1,45,7,4,3,5,N,7,,,,416,48,N  ,N  ,N  ,,,,,,,,,,               ,0,R,1,,1,0,0,1,2,0,0,5,0,,Y,N,91405,2034,,N,6,G,7,1859,,,,
3,4,3,8,37 0380L,-13570299.86,4499476.001,114194,37 0380L,1,3,1,237,0,4,85,47766,'UP RR YD ACCESS RD BARTD',,'STATE ROUTE 237 WB','04-SCL-237-10.20-MPS',100,10,1,237,1,37255473,121541468,3,3,1,1,14,1969,2,1,36500,2009,6,10,0,16,0,1,0,0,0,5,N,0,0,A,5,4,2,5,0,0,5,0,9,25,118,2,0,9,12,100,H,7,H,0,6,8,7,7,N,N,8,37,8,28,7,4,3,5,N,7,,,,416,48,N  ,N  ,N  ,,,,,,,,,,               ,0,L,1,,1,0,0,1,2,0,0,5,0,,Y,N,91405,2034,,N,6,G,7,1375,,,,
